;Matricula;Mes_Recebimento;Padrao_Antigo;R1002_Antiga;R1007_Antiga;R1028_Antiga;R1170_Antiga;R1067_Antiga;R1013_Antiga;R1014_Antiga;R1002_Nova;R1007_Nova;R1028_Nova;R1170_Nova;R1067_Nova
;22842;102023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;22843;102023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;22844;102023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;22851;102023;B49;21093.23;632.8;421.86;3163.98;0;0;0;21093.23;632.8;421.86;3163.98;0
;22855;102023;B49;21093.23;632.8;421.86;3163.98;0;0;0;21093.23;632.8;421.86;3163.98;0
;22858;102023;B49;21093.23;632.8;421.86;3163.98;0;0;0;21093.23;632.8;421.86;3163.98;0
;22906;102023;B49;21093.23;632.8;632.79;3163.98;0;0;0;21093.23;632.8;632.79;3163.98;0
;22907;102023;B49;21093.23;632.8;2953.05;3163.98;0;0;0;21093.23;632.8;2953.05;3163.98;0
;22908;102023;B49;21093.23;632.8;632.79;3163.98;0;0;0;21093.23;632.8;632.79;3163.98;0
;22945;102023;A49;21093.23;632.8;210.93;3163.98;0;8366.98;11155.69;21093.23;632.8;210.93;3163.98;0
;22946;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;22947;102023;B49;21093.23;632.8;632.79;3163.98;0;0;0;21093.23;632.8;632.79;3163.98;0
;22960;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;22962;102023;C34;14147.05;424.41;141.47;2122.05;0;5611.66;9976.03;14147.05;424.41;141.47;2122.05;0
;22964;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;22965;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;22966;102023;C34;14147.05;424.41;141.47;2122.05;0;0;0;14147.05;424.41;141.47;2122.05;0
;22970;102023;B49;21093.23;632.8;210.93;3163.98;0;8366.98;11155.69;21093.23;632.8;210.93;3163.98;0
;22971;102023;C34;14147.05;424.41;141.47;2122.05;0;0;0;14147.05;424.41;141.47;2122.05;0
;22972;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23005;102023;C34;14147.05;424.41;282.94;2122.05;0;0;0;14147.05;424.41;282.94;2122.05;0
;23006;102023;A49;21093.23;632.8;210.93;3163.98;0;8366.98;11155.69;21093.23;632.8;210.93;3163.98;0
;23009;102023;B49;21093.23;632.8;632.79;3163.98;0;0;0;21093.23;632.8;632.79;3163.98;0
;23010;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23011;102023;A49;21093.23;632.8;210.93;3163.98;0;8366.98;11155.69;21093.23;632.8;210.93;3163.98;0
;23012;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23013;102023;C34;14147.05;424.41;2122.05;2122.05;0;0;0;14147.05;424.41;2122.05;2122.05;0
;23014;102023;C34;14147.05;424.41;141.47;2122.05;0;5611.66;0;14147.05;424.41;141.47;2122.05;0
;23017;102023;C34;14147.05;424.41;424.41;2122.05;0;0;0;14147.05;424.41;424.41;2122.05;0
;23018;102023;C34;14147.05;424.41;141.47;2122.05;0;0;0;14147.05;424.41;141.47;2122.05;0
;23020;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23021;102023;C34;14147.05;424.41;141.47;2122.05;0;0;0;14147.05;424.41;141.47;2122.05;0
;23022;102023;C34;14147.05;424.41;141.47;2122.05;0;0;0;14147.05;424.41;141.47;2122.05;0
;23023;102023;B49;21093.23;632.8;210.93;3163.98;0;8366.98;11155.69;21093.23;632.8;210.93;3163.98;0
;23025;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23035;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23047;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23048;102023;B49;21093.23;632.8;210.93;3163.98;0;0;0;21093.23;632.8;210.93;3163.98;0
;23051;102023;B49;21093.23;632.8;632.79;2953.05;0;0;0;21093.23;632.8;632.79;2953.05;0
;23054;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;14147.05;424.41;141.47;2122.05;0
;23056;102023;A46;19587.16;587.61;2350.45;2938.07;0;8487.76;11316.73;21093.23;632.8;2531.18;3163.98;0
;23057;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23058;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23066;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;13812.22;21093.23;632.8;210.93;3163.98;0
;23069;102023;C31;13136.95;394.11;262.73;1970.54;0;0;0;14147.05;424.41;282.94;2122.05;0
;23072;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23073;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23074;102023;C31;13136.95;394.11;919.58;1970.54;0;0;0;14147.05;424.41;990.29;2122.05;0
;23077;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23081;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;21093.23;632.8;210.93;3163.98;0
;23082;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23087;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23182;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23184;102023;C31;13136.95;394.11;131.36;1970.54;0;5210.98;6947.8;13136.95;394.11;131.36;1970.54;0
;23185;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23186;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23187;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23190;102023;C31;13136.95;394.11;131.36;1970.54;0;5210.98;6947.8;13136.95;394.11;131.36;1970.54;0
;23192;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23193;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23194;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23195;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23198;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23199;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23201;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23202;102023;A46;19587.16;587.61;1566.97;2938.07;0;0;0;19587.16;587.61;1566.97;2938.07;0
;23203;102023;A46;19587.16;587.61;1175.22;2938.07;0;0;0;19587.16;587.61;1175.22;2938.07;0
;23204;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23205;102023;C31;13136.95;394.11;1576.43;1970.54;0;0;0;13136.95;394.11;1576.43;1970.54;0
;23206;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23209;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23210;102023;B46;19587.16;587.61;391.74;2938.07;0;7834.86;10446.21;19587.16;587.61;391.74;2938.07;0
;23212;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23213;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23217;102023;B46;19587.16;587.61;391.74;2938.07;0;0;0;19587.16;587.61;391.74;2938.07;0
;23219;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23224;102023;C31;13136.95;394.11;131.36;1970.54;0;5210.98;6947.8;13136.95;394.11;131.36;1970.54;0
;23235;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23262;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23293;102023;B46;19587.16;587.61;1566.97;2938.07;0;0;0;19587.16;587.61;1566.97;2938.07;0
;23296;102023;A46;19587.16;587.61;587.61;2938.07;0;0;0;19587.16;587.61;587.61;2938.07;0
;23298;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23299;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23302;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23304;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23305;102023;B46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23306;102023;C31;13136.95;394.11;525.47;1970.54;0;5342.35;0;13136.95;394.11;525.47;1970.54;0
;23307;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23308;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23309;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23310;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23311;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23312;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23313;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23315;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23317;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23318;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23326;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23375;102023;B46;19587.16;587.61;2350.45;2938.07;0;0;0;19587.16;587.61;2350.45;2938.07;0
;23376;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23377;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23379;102023;B46;19587.16;587.61;979.35;2938.07;0;0;0;19587.16;587.61;1175.22;2938.07;0
;23380;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23381;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23382;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23384;102023;B46;19587.16;587.61;391.74;2938.07;0;0;0;19587.16;587.61;391.74;2938.07;0
;23389;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23390;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23392;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23393;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23396;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23397;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23398;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23400;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23401;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23402;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23403;102023;B46;19587.16;587.61;2546.33;2938.07;0;0;0;19587.16;587.61;2546.33;2938.07;0
;23404;102023;B46;19587.16;587.61;195.87;2938.07;0;7769.57;0;19587.16;587.61;195.87;2938.07;0
;23405;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23406;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23408;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23409;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23411;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23413;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23415;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23421;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23423;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23424;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23428;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23429;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23430;102023;B46;19587.16;587.61;195.87;1860.78;0;0;0;19587.16;587.61;195.87;1860.78;0
;23431;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23432;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23433;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23434;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23437;102023;B46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23443;102023;C31;13136.95;394.11;0;1050.95;0;0;0;13136.95;394.11;0;1050.95;0
;23483;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23524;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23526;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23530;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23532;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23533;102023;C31;13136.95;394.11;0;1970.54;0;5167.2;0;13136.95;394.11;0;1970.54;0
;23538;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23539;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23541;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23542;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23543;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23546;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23547;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23548;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23549;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23550;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23552;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23553;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23556;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23557;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23558;102023;A46;19587.16;587.61;195.87;2938.07;0;7769.57;10359.16;19587.16;587.61;195.87;2938.07;0
;23559;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23560;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23561;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23562;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23563;102023;B46;19587.16;587.61;2546.33;2938.07;0;0;0;19587.16;587.61;2742.2;2938.07;0
;23564;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23565;102023;B46;19587.16;587.61;195.87;2791.17;0;0;0;19587.16;587.61;195.87;2791.17;0
;23566;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23567;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23569;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23573;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23577;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23578;102023;C31;13136.95;394.11;131.36;1970.54;0;5210.98;6947.8;13136.95;394.11;131.36;1970.54;0
;23579;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23582;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23583;102023;B46;19587.16;587.61;195.87;1566.97;0;7312.53;9749.8;19587.16;587.61;195.87;1566.97;0
;23585;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23587;102023;B46;19587.16;587.61;195.87;2252.52;0;0;0;19587.16;587.61;195.87;2252.52;0
;23672;102023;B46;19587.16;587.61;2154.58;2938.07;0;0;0;19587.16;587.61;2154.58;2938.07;0
;23673;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23674;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23675;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23676;102023;B46;19587.16;587.61;1371.1;2938.07;0;0;0;19587.16;587.61;1371.1;2938.07;0
;23677;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23678;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23679;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23680;102023;A46;19587.16;587.61;587.61;2938.07;0;0;0;19587.16;587.61;587.61;2938.07;0
;23681;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23682;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23683;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23684;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23685;102023;A46;19587.16;587.61;587.61;2938.07;0;0;0;19587.16;587.61;587.61;2938.07;0
;23686;102023;C31;13136.95;394.11;262.73;1970.54;0;0;0;13136.95;394.11;262.73;1970.54;0
;23687;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23688;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23689;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23690;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23746;102023; ;0;0;0;0;0;320.02;0;0;0;0;0;0
;23750;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23751;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23752;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23753;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23754;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23755;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23756;102023;A46;19587.16;587.61;1371.1;2938.07;0;8161.31;10881.47;19587.16;587.61;1371.1;2938.07;0
;23757;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23758;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23759;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23760;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23761;102023;C31;13136.95;394.11;0;1839.17;0;0;0;13136.95;394.11;0;1839.17;0
;23762;102023;C31;13136.95;394.11;0;1313.69;0;0;0;13136.95;394.11;0;1313.69;0
;23763;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23764;102023;C31;13136.95;394.11;0;1707.8;0;0;0;13136.95;394.11;0;1707.8;0
;23765;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23766;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23767;102023;C31;13136.95;394.11;1576.43;1970.54;0;0;0;13136.95;394.11;1970.54;1970.54;0
;23768;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23769;102023;C31;13136.95;394.11;2233.28;1970.54;0;0;0;13136.95;394.11;2233.28;1970.54;0
;23770;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23771;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23772;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23841;102023; ;0;0;0;0;0;2881.29;0;0;0;0;0;0
;23880;102023; ;0;0;0;0;0;2881.29;0;0;0;0;0;0
;23911;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23912;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23913;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23914;102023;C31;13136.95;394.11;131.36;1970.54;0;5210.98;6947.8;13136.95;394.11;131.36;1970.54;0
;23915;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23916;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23918;102023;B46;19587.16;587.61;0;2918.47;0;0;0;19587.16;587.61;0;2840.13;0
;23919;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23920;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23921;102023;B46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23922;102023;A46;19587.16;587.61;195.87;2938.07;0;0;0;19587.16;587.61;195.87;2938.07;0
;23923;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23925;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23926;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23928;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23929;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23930;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23931;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23932;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23933;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23980;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23981;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23982;102023;C31;13136.95;394.11;131.36;1970.54;0;0;0;13136.95;394.11;131.36;1970.54;0
;23983;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23984;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23985;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23986;102023;A46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23987;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23988;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23989;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23991;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23992;102023;C31;13136.95;394.11;0;1970.54;0;0;0;13136.95;394.11;0;1970.54;0
;23993;102023;B46;19587.16;587.61;783.48;2938.07;0;0;0;19587.16;587.61;783.48;2938.07;0
;23994;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23995;102023;B46;19587.16;587.61;0;2938.07;0;0;0;19587.16;587.61;0;2938.07;0
;23996;102023;C31;13136.95;394.11;9154.29;1970.54;0;334.01;445.33;13136.95;394.11;1182.32;1970.54;0
;23999;102023; ;0;0;0;0;0;1116.26;0;0;0;0;0;0
;24032;102023; ;11456.24;0;0;0;0;6109.99;8146.45;11456.24;0;0;0;0
;24122;102023; ;7516.41;0;0;0;0;0;0;7516.41;0;0;0;0
